"SensingID";"DeviceID";"PlotID";"SoilMoisture";"Humidity";"SoilTemperature";"AirTemperature";"Light";"TimeStamp"
"4848";"50586124812289";"1";"0.275984";"32.8";"24.3";"17.27";"3360";"2019-12-04 09:27:27"
"4863";"50586124812289";"1";"7.69196";"31.4";"26.1";"18.85";"3421";"2019-12-04 09:35:21"
"4864";"50586124812289";"1";"5.76466";"30.3";"26.2";"21.25";"3400";"2019-12-04 09:35:41"
"4904";"50586124812289";"1";"42.9711";"25.7";"27.1";"26.7";"4232";"2019-12-04 09:49:21"
"4905";"50586124812289";"1";"35.485";"25.9";"27.2";"26.94";"4580";"2019-12-04 09:49:40"
"4908";"50586124812289";"1";"43.8572";"24.4";"27.3";"27.41";"5690";"2019-12-04 09:50:41"
"4909";"50586124812289";"1";"45.556";"24.4";"27.4";"27.88";"6265";"2019-12-04 09:51:01"
"4910";"50586124812289";"1";"49.5849";"24.4";"27.5";"29.3";"1925";"2019-12-04 09:51:21"
"4911";"50586124812289";"1";"64.0136";"24.5";"27.6";"30.53";"1867";"2019-12-04 09:51:40"
"4912";"50586124812289";"1";"61.0669";"24.5";"27.7";"30.96";"1961";"2019-12-04 09:52:00"
"4913";"50586124812289";"1";"54.1227";"24.4";"27.5";"31.59";"7977";"2019-12-04 09:52:21"
"4914";"50586124812289";"1";"50.1654";"24.5";"27.6";"31.85";"7059";"2019-12-04 09:52:41"
"4915";"50586124812289";"1";"45.8613";"24.4";"25.2";"32";"6675";"2019-12-04 09:53:01"
"4916";"50586124812289";"1";"43.9504";"24.4";"27.9";"31.52";"6740";"2019-12-04 09:53:21"
"4917";"50586124812289";"1";"42.2883";"24.4";"28.6";"31.79";"6615";"2019-12-04 09:53:40"
"4918";"50586124812289";"1";"33.7193";"24.5";"27.4";"31.59";"6640";"2019-12-04 09:54:00"
"4919";"50586124812289";"1";"31.0204";"24.4";"27.3";"31.23";"6419";"2019-12-04 09:54:21"
"4920";"50586124812289";"1";"29.3453";"24.4";"27.3";"31.59";"6123";"2019-12-04 09:54:41"
"4921";"50586124812289";"1";"27.5725";"24.4";"27";"31.6";"5589";"2019-12-04 09:55:01"
"4922";"50586124812289";"1";"26.9649";"24.4";"27.8";"31.77";"4782";"2019-12-04 09:55:21"
"4923";"50586124812289";"1";"27.8073";"24.5";"27.3";"31.36";"4166";"2019-12-04 09:55:40"
"4924";"50586124812289";"1";"28.5222";"24.5";"25.4";"31.12";"3580";"2019-12-04 09:56:00"
"4925";"50586124812289";"1";"26.9849";"24.4";"27.7";"31.09";"3813";"2019-12-04 09:56:21"
"4926";"50586124812289";"1";"25.2396";"24.4";"27.4";"31.22";"2755";"2019-12-04 09:56:41"
"4927";"50586124812289";"1";"25.1166";"24.5";"26.8";"31.13";"3505";"2019-12-04 09:57:01"
"4928";"50586124812289";"1";"25.928";"25";"26.9";"30.56";"2715";"2019-12-04 09:57:21"
"4929";"50586124812289";"1";"25.9366";"24.5";"27";"30.75";"2710";"2019-12-04 09:57:40"
"4930";"50586124812289";"1";"24.72";"24.4";"27.5";"31.71";"2700";"2019-12-04 09:58:00"
"4931";"50586124812289";"1";"24.2645";"24.5";"27.2";"32.12";"2713";"2019-12-04 09:58:21"
"4932";"50586124812289";"1";"25.2509";"24.4";"27";"29.91";"2740";"2019-12-04 09:58:41"
"4933";"50586124812289";"1";"60.3848";"23.9";"26.5";"27.83";"2593";"2019-12-04 09:59:01"
"4934";"50586124812289";"1";"64.1343";"23.9";"26.4";"26.18";"2910";"2019-12-04 09:59:21"
"4935";"50586124812289";"1";"66.5958";"24.4";"27.9";"24.9";"4579";"2019-12-04 09:59:41"
"4936";"50586124812289";"1";"68.2066";"24";"27";"24";"7065";"2019-12-04 10:00:00"
"4937";"50586124812289";"1";"69.0183";"23.9";"27";"23.26";"8984";"2019-12-04 10:00:21"
"4938";"50586124812289";"1";"69.0864";"23.9";"28.2";"22.66";"9505";"2019-12-04 10:00:41"
"4939";"50586124812289";"1";"68.6307";"23.9";"26.9";"22.19";"8858";"2019-12-04 10:01:01"
"4940";"50586124812289";"1";"67.7331";"23.5";"27.1";"21.81";"7314";"2019-12-04 10:01:21"
"4941";"50586124812289";"1";"66.534";"23.4";"26.8";"21.48";"5834";"2019-12-04 10:01:41"
"4942";"50586124812289";"1";"65.1608";"23.5";"26.8";"21.24";"4965";"2019-12-04 10:02:00"
"4943";"50586124812289";"1";"63.3141";"23.9";"26.7";"21";"2813";"2019-12-04 10:02:20"
"4944";"50586124812289";"1";"61.364";"24.5";"26.5";"20.81";"2790";"2019-12-04 10:02:41"
"4945";"50586124812289";"1";"59.3338";"24.7";"26.5";"20.63";"2756";"2019-12-04 10:03:01"
"4946";"50586124812289";"1";"57.1663";"23.9";"26.5";"20.46";"2763";"2019-12-04 10:03:21"
"4947";"50586124812289";"1";"54.8797";"23.9";"26.4";"20.33";"2752";"2019-12-04 10:03:41"
"4948";"50586124812289";"1";"52.5383";"25.5";"26.5";"20.22";"2778";"2019-12-04 10:04:01"
"4949";"50586124812289";"1";"50.1324";"25.1";"27.9";"20.12";"2832";"2019-12-04 10:04:20"
"4950";"50586124812289";"1";"47.571";"24.9";"26.5";"20.02";"3179";"2019-12-04 10:04:41"
"4951";"50586124812289";"1";"44.9122";"25.1";"26.5";"19.96";"5192";"2019-12-04 10:05:01"
"4952";"50586124812289";"1";"42.2166";"24";"26.6";"19.87";"9343";"2019-12-04 10:05:21"
"4953";"50586124812289";"1";"39.5544";"23.9";"26.5";"19.84";"14010";"2019-12-04 10:05:41"
"4954";"50586124812289";"1";"36.8549";"23.3";"26.4";"19.77";"18112";"2019-12-04 10:06:01"
"4955";"50586124812289";"1";"34.1907";"25.3";"26.5";"19.74";"22569";"2019-12-04 10:06:26"
"4956";"50586124812289";"1";"31.7388";"25.7";"26.5";"19.71";"24238";"2019-12-04 10:06:40"
"4957";"50586124812289";"1";"29.2563";"24.8";"26.4";"19.68";"26850";"2019-12-04 10:07:01"
"4958";"50586124812289";"1";"26.8534";"25.3";"26.4";"19.66";"25352";"2019-12-04 10:07:21"
"4959";"50586124812289";"1";"24.5682";"25.1";"26.4";"19.63";"24163";"2019-12-04 10:07:41"
"4960";"50586124812289";"1";"22.4066";"25.6";"26.4";"19.62";"23925";"2019-12-04 10:08:01"
"4961";"50586124812289";"1";"20.2979";"25.5";"26.4";"19.6";"25253";"2019-12-04 10:08:21"
"4962";"50586124812289";"1";"18.3913";"25.6";"26.3";"19.6";"26623";"2019-12-04 10:08:40"
"4963";"50586124812289";"1";"16.4681";"25.6";"26.3";"19.55";"28602";"2019-12-04 10:09:00"
"4964";"50586124812289";"1";"14.682";"25.8";"25.8";"19.55";"31363";"2019-12-04 10:09:21"
"4965";"50586124812289";"1";"12.9192";"26";"25.8";"19.55";"31598";"2019-12-04 10:09:41"
"4966";"50586124812289";"1";"11.2207";"26.2";"26.3";"19.54";"29689";"2019-12-04 10:10:01"
"4967";"50586124812289";"1";"9.5483";"26.6";"26.4";"19.53";"28700";"2019-12-04 10:10:21"
"4968";"50586124812289";"1";"7.94256";"25.5";"26.4";"19.54";"29029";"2019-12-04 10:10:41"
"4969";"50586124812289";"1";"6.48123";"25.6";"26.4";"19.53";"28295";"2019-12-04 10:11:00"
"4970";"50586124812289";"1";"5.01153";"25.5";"26.2";"19.52";"26685";"2019-12-04 10:11:21"
"4971";"50586124812289";"1";"3.53406";"25.6";"26";"19.52";"26665";"2019-12-04 10:11:41"
"4972";"50586124812289";"1";"2.12734";"25";"26.9";"19.52";"28284";"2019-12-04 10:12:01"
"4973";"50586124812289";"1";"0.712468";"25.8";"26.1";"19.5";"31336";"2019-12-04 10:12:21"
"6198";"50586124812289";"1";"39.6359";"31.2";"25.2";"18.7";"1247";"2019-12-05 12:13:18"
"6199";"50586124812289";"1";"39.6338";"31.1";"23.6";"18.69";"1246";"2019-12-05 12:13:37"
"6200";"50586124812289";"1";"39.5359";"30.6";"23.6";"18.72";"1226";"2019-12-05 12:14:18"
"6201";"50586124812289";"1";"39.5401";"30.5";"23.6";"18.72";"1216";"2019-12-05 12:14:37"
"6202";"50586124812289";"1";"39.5068";"30.4";"23.6";"18.74";"1216";"2019-12-05 12:14:58"
"6203";"50586124812289";"1";"39.4411";"30.1";"23.6";"18.75";"1200";"2019-12-05 12:15:17"
"6204";"50586124812289";"1";"39.4046";"29.6";"23.6";"18.76";"1204";"2019-12-05 12:15:37"
"6205";"50586124812289";"1";"39.4411";"29.9";"23.6";"18.76";"1210";"2019-12-05 12:15:57"
"6206";"50586124812289";"1";"39.3754";"29.8";"23.9";"18.76";"1215";"2019-12-05 12:16:17"
"6207";"50586124812289";"1";"39.3754";"29.8";"23.5";"18.76";"1205";"2019-12-05 12:16:37"
"6208";"50586124812289";"1";"39.3754";"29.6";"23.5";"18.76";"1226";"2019-12-05 12:16:57"
"6209";"50586124812289";"1";"39.341";"29.8";"23.4";"18.77";"1222";"2019-12-05 12:17:18"
"6210";"50586124812289";"1";"39.3421";"30";"23.5";"18.77";"1215";"2019-12-05 12:17:37"
"6211";"50586124812289";"1";"39.3097";"30.1";"23.4";"18.78";"1223";"2019-12-05 12:17:57"
"6212";"50586124812289";"1";"39.3087";"29.7";"23.1";"18.77";"1233";"2019-12-05 12:18:17"
"6213";"50586124812289";"1";"39.3087";"30";"23.5";"18.77";"1239";"2019-12-05 12:18:37"
"6214";"50586124812289";"1";"39.3097";"29.7";"23.4";"18.78";"1226";"2019-12-05 12:18:57"
"6215";"50586124812289";"1";"39.3108";"30.2";"23.4";"18.78";"1237";"2019-12-05 12:19:18"
"6216";"50586124812289";"1";"39.3087";"30.1";"23.4";"18.79";"1237";"2019-12-05 12:19:37"
"6217";"50586124812289";"1";"39.3087";"30";"23.5";"18.76";"1240";"2019-12-05 12:19:57"
"6218";"50586124812289";"1";"39.2763";"30.2";"23.1";"18.78";"1236";"2019-12-05 12:20:17"
"6219";"50586124812289";"1";"39.3097";"30";"25.1";"18.78";"1229";"2019-12-05 12:20:37"
"6220";"50586124812289";"1";"39.2753";"29.8";"23.4";"18.77";"1220";"2019-12-05 12:20:57"
"6221";"50586124812289";"1";"39.2763";"30";"23.4";"18.78";"1219";"2019-12-05 12:21:17"
"6222";"50586124812289";"1";"39.243";"29.7";"23.5";"18.78";"1218";"2019-12-05 12:21:38"
"6223";"50586124812289";"1";"39.243";"29.7";"23.6";"18.78";"1219";"2019-12-05 12:21:57"
"6224";"50586124812289";"1";"39.243";"29.8";"25.6";"18.77";"1215";"2019-12-05 12:22:17"
"6225";"50586124812289";"1";"39.243";"30.1";"23.5";"18.76";"1214";"2019-12-05 12:22:37"
"6226";"50586124812289";"1";"39.2085";"30.1";"23.5";"18.77";"1208";"2019-12-05 12:22:57"
"6227";"50586124812289";"1";"39.1751";"30.1";"23.5";"18.76";"1201";"2019-12-05 12:23:17"
"6228";"50586124812289";"1";"39.1751";"30.1";"23.6";"18.74";"1191";"2019-12-05 12:23:37"
"6229";"50586124812289";"1";"39.173";"29.9";"23.3";"18.75";"1182";"2019-12-05 12:23:58"
"6230";"50586124812289";"1";"39.1417";"30";"23.6";"18.76";"1173";"2019-12-05 12:24:17"
"6231";"50586124812289";"1";"39.1062";"30.8";"23.6";"18.76";"1170";"2019-12-05 12:24:37"
"6232";"50586124812289";"1";"39.1083";"30.3";"23.6";"18.76";"1173";"2019-12-05 12:24:57"
"6233";"50586124812289";"1";"39.1083";"30.3";"23.6";"18.75";"1170";"2019-12-05 12:25:17"
"6234";"50586124812289";"1";"39.0728";"30.2";"23.7";"18.76";"1173";"2019-12-05 12:25:37"
"6235";"50586124812289";"1";"39.0759";"30.4";"23.7";"18.74";"1177";"2019-12-05 12:25:58"
"6236";"50586124812289";"1";"39.0404";"30.2";"23.7";"18.76";"1192";"2019-12-05 12:26:18"
"6237";"50586124812289";"1";"39.0414";"30";"23.7";"18.76";"1194";"2019-12-05 12:26:37"
"6238";"50586124812289";"1";"39.0414";"29.8";"23.7";"18.76";"1206";"2019-12-05 12:26:57"
"6239";"50586124812289";"1";"39.008";"29.7";"23.3";"18.77";"1210";"2019-12-05 12:27:17"
"6240";"50586124812289";"1";"38.9401";"30.2";"23.7";"18.77";"1213";"2019-12-05 12:27:57"
"6241";"50586124812289";"1";"38.9735";"30.1";"24.1";"18.75";"1206";"2019-12-05 12:28:17"
"6242";"50586124812289";"1";"38.9735";"30.8";"23.4";"18.76";"1205";"2019-12-05 12:28:38"
"6243";"50586124812289";"1";"38.9725";"30.6";"25.7";"18.76";"1200";"2019-12-05 12:28:57"
"6244";"50586124812289";"1";"38.9725";"30.5";"23.7";"18.76";"1198";"2019-12-05 12:29:17"
"6245";"50586124812289";"1";"38.9746";"30.8";"23.7";"18.76";"1195";"2019-12-05 12:29:37"
"6246";"50586124812289";"1";"38.9735";"30.6";"23.9";"18.76";"1190";"2019-12-05 12:29:57"
"6247";"50586124812289";"1";"39.008";"30.5";"24";"18.76";"1188";"2019-12-05 12:30:17"
"6248";"50586124812289";"1";"39.0404";"30.1";"23.6";"18.76";"1181";"2019-12-05 12:30:37"
"6249";"50586124812289";"1";"39.0101";"30.2";"23.8";"18.77";"1175";"2019-12-05 12:30:58"
"6250";"50586124812289";"1";"39.0414";"30.1";"23.8";"18.78";"1170";"2019-12-05 12:31:17"
"6251";"50586124812289";"1";"39.0425";"30";"23.7";"18.77";"1170";"2019-12-05 12:31:37"
"6252";"50586124812289";"1";"39.0414";"30";"23.9";"18.77";"1165";"2019-12-05 12:31:57"
"6253";"50586124812289";"1";"39.0414";"29.7";"23.7";"18.76";"1173";"2019-12-05 12:32:17"
"6254";"50586124812289";"1";"39.0749";"28.7";"24";"18.76";"1161";"2019-12-05 12:32:37"
"6255";"50586124812289";"1";"39.1083";"29.3";"23.7";"18.76";"1160";"2019-12-05 12:32:58"
"6256";"50586124812289";"1";"39.1438";"30";"23.7";"18.78";"1179";"2019-12-05 12:33:18"
"6257";"50586124812289";"1";"39.1417";"29.5";"23.7";"18.76";"1169";"2019-12-05 12:33:37"
"6258";"50586124812289";"1";"39.1762";"28.9";"23.7";"18.78";"1165";"2019-12-05 12:33:57"
"6259";"50586124812289";"1";"39.243";"28.7";"23.6";"18.78";"1161";"2019-12-05 12:34:17"
"6260";"50586124812289";"1";"39.243";"29.1";"21.5";"18.78";"1160";"2019-12-05 12:34:37"
"6261";"50586124812289";"1";"39.3108";"29.5";"23.6";"18.78";"1162";"2019-12-05 12:34:57"
"6262";"50586124812289";"1";"39.3442";"29.4";"23.7";"18.79";"1158";"2019-12-05 12:35:18"
"6263";"50586124812289";"1";"39.3765";"29.5";"23.7";"18.78";"1155";"2019-12-05 12:35:37"
"6264";"50586124812289";"1";"39.3765";"29.7";"23.6";"18.76";"1173";"2019-12-05 12:35:57"
"6265";"50586124812289";"1";"39.4099";"29.1";"23.7";"18.77";"1153";"2019-12-05 12:36:17"
"6266";"50586124812289";"1";"39.4088";"29";"23.9";"18.77";"1153";"2019-12-05 12:36:37"
"6267";"50586124812289";"1";"39.4411";"28.6";"23.8";"18.77";"1163";"2019-12-05 12:36:57"
"6268";"50586124812289";"1";"39.4099";"28.9";"23.7";"18.77";"1145";"2019-12-05 12:37:18"
"6269";"50586124812289";"1";"39.4088";"29";"23.6";"18.77";"1140";"2019-12-05 12:37:38"
"6270";"50586124812289";"1";"39.4766";"28.9";"24.7";"18.78";"1145";"2019-12-05 12:37:57"
"6271";"50586124812289";"1";"39.4745";"29.4";"23.9";"18.77";"1149";"2019-12-05 12:38:17"
"6272";"50586124812289";"1";"39.4755";"29.1";"23.4";"18.76";"1158";"2019-12-05 12:38:37"
"6273";"50586124812289";"1";"39.511";"29.2";"23.6";"18.77";"1151";"2019-12-05 12:38:57"
"6274";"50586124812289";"1";"39.4755";"29.1";"23.7";"18.78";"1145";"2019-12-05 12:39:17"
"6275";"50586124812289";"1";"39.4776";"29.2";"23.7";"18.78";"1151";"2019-12-05 12:39:38"
"6276";"50586124812289";"1";"39.5089";"29.4";"23.7";"18.75";"1155";"2019-12-05 12:39:58"
"6277";"50586124812289";"1";"39.4422";"29.1";"23.7";"18.78";"1146";"2019-12-05 12:40:37"
"6278";"50586124812289";"1";"39.4411";"29.1";"23.7";"18.74";"1147";"2019-12-05 12:40:57"
"6279";"50586124812289";"1";"39.34";"29.7";"23.4";"18.74";"1150";"2019-12-05 12:41:37"
"6280";"50586124812289";"1";"39.3066";"30.2";"23.7";"18.74";"1152";"2019-12-05 12:41:57"
"6281";"50586124812289";"1";"39.3066";"30.1";"23.7";"18.74";"1159";"2019-12-05 12:42:17"
"6282";"50586124812289";"1";"39.2732";"29.9";"23.7";"18.73";"1154";"2019-12-05 12:42:38"
"6283";"50586124812289";"1";"39.2398";"29.3";"23.7";"18.75";"1154";"2019-12-05 12:42:57"
"6284";"50586124812289";"1";"39.2398";"29.3";"23.7";"18.75";"1151";"2019-12-05 12:43:17"
"6285";"50586124812289";"1";"39.2409";"29.3";"23.8";"18.75";"1164";"2019-12-05 12:43:37"
"6286";"50586124812289";"1";"39.2409";"29.3";"23.8";"18.76";"1155";"2019-12-05 12:43:57"
"6287";"50586124812289";"1";"39.2409";"29.3";"23.7";"18.76";"1149";"2019-12-05 12:44:17"
"6288";"50586124812289";"1";"39.2398";"29.4";"23.7";"18.74";"1146";"2019-12-05 12:44:38"
"6289";"50586124812289";"1";"39.172";"29.6";"23.7";"18.73";"1145";"2019-12-05 12:44:58"
"6290";"50586124812289";"1";"39.1709";"29.7";"23.8";"18.74";"1144";"2019-12-05 12:45:17"
"6291";"50586124812289";"1";"39.173";"29.9";"23.8";"18.73";"1147";"2019-12-05 12:45:37"
"6292";"50586124812289";"1";"39.2064";"29.8";"23.8";"18.74";"1145";"2019-12-05 12:45:57"
"6293";"50586124812289";"1";"39.173";"29.7";"23.9";"18.74";"1140";"2019-12-05 12:46:17"
"6294";"50586124812289";"1";"39.172";"29.6";"23.9";"18.73";"1140";"2019-12-05 12:46:38"
"6295";"50586124812289";"1";"39.1396";"29.9";"23.9";"18.73";"1142";"2019-12-05 12:46:58"
"6296";"50586124812289";"1";"39.1396";"30";"23.9";"18.74";"1140";"2019-12-05 12:47:18"
"6297";"50586124812289";"1";"39.1741";"30.3";"23.9";"18.75";"1140";"2019-12-05 12:47:37"
"6298";"50586124812289";"1";"39.1062";"30.1";"24";"18.74";"1143";"2019-12-05 12:47:57"
"6299";"50586124812289";"1";"39.1407";"29.7";"21.1";"18.74";"1140";"2019-12-05 12:48:17"
"6300";"50586124812289";"1";"39.1072";"29.9";"26.2";"18.72";"1140";"2019-12-05 12:48:37"
"6301";"50586124812289";"1";"39.1062";"30";"24.9";"18.74";"1143";"2019-12-05 12:48:58"
"6302";"50586124812289";"1";"39.1062";"29.8";"24.1";"18.74";"1138";"2019-12-05 12:49:18"
"6303";"50586124812289";"1";"39.1396";"29.6";"24.1";"18.75";"1134";"2019-12-05 12:49:37"
"6304";"50586124812289";"1";"39.1062";"29.7";"24.1";"18.76";"1132";"2019-12-05 12:49:57"
"6305";"50586124812289";"1";"39.1417";"29.2";"24";"18.77";"1127";"2019-12-05 12:50:17"
"6306";"50586124812289";"1";"39.1407";"29.4";"23.8";"18.75";"1125";"2019-12-05 12:50:37"
"6307";"50586124812289";"1";"39.1741";"29.6";"24";"18.75";"1128";"2019-12-05 12:50:57"
"6308";"50586124812289";"1";"39.1741";"29.7";"24.1";"18.76";"1123";"2019-12-05 12:51:18"
"6309";"50586124812289";"1";"39.2075";"28.8";"24.1";"18.75";"1125";"2019-12-05 12:51:38"
"6310";"50586124812289";"1";"39.2398";"28.7";"24.1";"18.76";"1122";"2019-12-05 12:51:57"
"6311";"50586124812289";"1";"39.2419";"28.9";"24.1";"18.75";"1123";"2019-12-05 12:52:17"
"6312";"50586124812289";"1";"39.2753";"28.9";"22.9";"18.76";"1122";"2019-12-05 12:52:37"
"6313";"50586124812289";"1";"39.2743";"28.9";"22.9";"18.75";"1122";"2019-12-05 12:52:57"
"6314";"50586124812289";"1";"39.3087";"28.9";"24.1";"18.76";"1124";"2019-12-05 12:53:18"
"6315";"50586124812289";"1";"39.3754";"29.4";"25.3";"18.76";"1122";"2019-12-05 12:53:38"
"6316";"50586124812289";"1";"39.3754";"29.4";"24.2";"18.76";"1116";"2019-12-05 12:53:58"
"6317";"50586124812289";"1";"39.3765";"29.8";"24.5";"18.76";"1120";"2019-12-05 12:54:17"
"6318";"50586124812289";"1";"39.4422";"30";"24.2";"18.78";"1120";"2019-12-05 12:54:37"
"6319";"50586124812289";"1";"39.3754";"29.1";"24.2";"18.77";"1120";"2019-12-05 12:55:17"
"6320";"50586124812289";"1";"39.4443";"29";"23.9";"18.77";"1115";"2019-12-05 12:55:37"
"6321";"50586124812289";"1";"39.4755";"28.9";"24.2";"18.77";"1108";"2019-12-05 12:55:58"
"6322";"50586124812289";"1";"39.5766";"27.2";"23.8";"18.77";"1114";"2019-12-05 12:56:18"
"6323";"50586124812289";"1";"39.5777";"28.4";"24.2";"18.78";"1120";"2019-12-05 12:56:37"
"6324";"50586124812289";"1";"39.6443";"28.5";"24.1";"18.77";"1115";"2019-12-05 12:56:57"
"6325";"50586124812289";"1";"39.6454";"28.3";"22";"18.78";"1104";"2019-12-05 12:57:17"
"6326";"50586124812289";"1";"39.711";"28.2";"24.1";"18.78";"1101";"2019-12-05 12:57:37"
"6327";"50586124812289";"1";"39.7766";"28.3";"24.1";"18.78";"1105";"2019-12-05 12:57:57"
"6328";"50586124812289";"1";"39.8463";"28.4";"24.1";"18.8";"1103";"2019-12-05 12:58:18"
"6329";"50586124812289";"1";"39.8786";"28.9";"24.2";"18.79";"1106";"2019-12-05 12:58:38"
"6330";"50586124812289";"1";"39.9119";"29.2";"24.3";"18.79";"1107";"2019-12-05 12:58:57"
"6331";"50586124812289";"1";"39.9119";"29";"24.2";"18.81";"1105";"2019-12-05 12:59:17"
"6332";"50586124812289";"1";"39.9119";"28.9";"24.2";"18.79";"1108";"2019-12-05 12:59:37"
"6333";"50586124812289";"1";"39.9774";"28.8";"24.6";"18.79";"1110";"2019-12-05 12:59:57"
"6334";"50586124812289";"1";"40.0128";"28.9";"24.2";"18.8";"1115";"2019-12-05 13:00:18"
"6335";"50586124812289";"1";"40.0439";"29";"24.3";"18.8";"1126";"2019-12-05 13:00:38"
"6336";"50586124812289";"1";"40.0439";"28.2";"24.2";"18.8";"1123";"2019-12-05 13:00:58"
"6337";"50586124812289";"1";"40.0439";"28.8";"24.3";"18.8";"1125";"2019-12-05 13:01:17"
"6338";"50586124812289";"1";"40.1447";"28.8";"25.3";"18.78";"1127";"2019-12-05 13:01:37"
"6339";"50586124812289";"1";"40.1458";"29.1";"24.5";"18.79";"1134";"2019-12-05 13:01:57"
"6340";"50586124812289";"1";"40.179";"29";"24.3";"18.8";"1132";"2019-12-05 13:02:17"
"6341";"50586124812289";"1";"40.2455";"28.9";"24.4";"18.8";"1133";"2019-12-05 13:02:38"
"6342";"50586124812289";"1";"40.2444";"29.2";"24.3";"18.79";"1128";"2019-12-05 13:02:58"
"6343";"50586124812289";"1";"40.2434";"29.1";"24.6";"18.8";"1130";"2019-12-05 13:03:17"
"6344";"50586124812289";"1";"40.2766";"28.8";"24.4";"18.8";"1135";"2019-12-05 13:03:37"
"6345";"50586124812289";"1";"40.3098";"29.1";"24.3";"18.81";"1135";"2019-12-05 13:03:57"
"6346";"50586124812289";"1";"40.3773";"28";"24.3";"18.8";"1134";"2019-12-05 13:04:17"
"6347";"50586124812289";"1";"40.4137";"29.2";"24.4";"18.82";"1133";"2019-12-05 13:04:38"
"6348";"50586124812289";"1";"40.4448";"29.6";"24.4";"18.8";"1126";"2019-12-05 13:04:58"
"6349";"50586124812289";"1";"40.5112";"29.4";"24.7";"18.82";"1129";"2019-12-05 13:05:18"
"6350";"50586124812289";"1";"40.5133";"28.7";"24.1";"18.82";"1125";"2019-12-05 13:05:37"
"6351";"50586124812289";"1";"40.5786";"28.7";"24.7";"18.83";"1125";"2019-12-05 13:05:57"
"6352";"50586124812289";"1";"40.6128";"28.6";"24.4";"18.83";"1130";"2019-12-05 13:06:17"
"6353";"50586124812289";"1";"40.6449";"28.5";"24.4";"18.82";"1130";"2019-12-05 13:06:37"
"6354";"50586124812289";"1";"40.6792";"28.5";"25.1";"18.8";"1133";"2019-12-05 13:06:58"
"6355";"50586124812289";"1";"40.7123";"28.7";"24.1";"18.81";"1137";"2019-12-05 13:07:18"
"6356";"50586124812289";"1";"40.7455";"28.8";"24.4";"18.83";"1132";"2019-12-05 13:07:38"
"6357";"50586124812289";"1";"40.7786";"29";"24.4";"18.82";"1135";"2019-12-05 13:07:57"
"6358";"50586124812289";"1";"40.8438";"28.3";"24.4";"18.82";"1130";"2019-12-05 13:08:17"
"6359";"50586124812289";"1";"40.8449";"28.1";"24.4";"18.82";"1124";"2019-12-05 13:08:37"
"6360";"50586124812289";"1";"40.8438";"28.4";"24.4";"18.82";"1120";"2019-12-05 13:08:57"
"6361";"50586124812289";"1";"40.909";"28.5";"24.4";"18.82";"1111";"2019-12-05 13:09:18"
"6362";"50586124812289";"1";"40.9111";"28.8";"24.3";"18.83";"1115";"2019-12-05 13:09:38"
"6363";"50586124812289";"1";"40.9784";"29.7";"24.3";"18.83";"1111";"2019-12-05 13:09:57"
"6364";"50586124812289";"1";"40.9774";"28.4";"24.3";"18.83";"1116";"2019-12-05 13:10:17"
"6365";"50586124812289";"1";"41.0105";"28";"24.3";"18.82";"1108";"2019-12-05 13:10:37"
"6366";"50586124812289";"1";"41.0425";"28.3";"23.8";"18.82";"1107";"2019-12-05 13:10:57"
"6367";"50586124812289";"1";"41.1087";"28.4";"25.9";"18.82";"1102";"2019-12-05 13:11:18"
"6368";"50586124812289";"1";"41.1097";"28.3";"24.2";"18.83";"1095";"2019-12-05 13:11:38"
"6369";"50586124812289";"1";"41.1759";"28.5";"24.3";"18.82";"1090";"2019-12-05 13:11:58"
"6370";"50586124812289";"1";"41.1759";"28.5";"24.4";"18.8";"1090";"2019-12-05 13:12:17"
"6371";"50586124812289";"1";"41.1759";"28.4";"24.4";"18.81";"1090";"2019-12-05 13:12:37"
"6372";"50586124812289";"1";"41.209";"28.7";"23.9";"18.8";"1100";"2019-12-05 13:12:57"
"6373";"50586124812289";"1";"41.2399";"28.5";"24";"18.8";"1093";"2019-12-05 13:13:17"
"6374";"50586124812289";"1";"41.2751";"28.4";"24.5";"18.81";"1093";"2019-12-05 13:13:38"
"6375";"50586124812289";"1";"41.274";"28.4";"24.5";"18.8";"1097";"2019-12-05 13:13:58"
"6376";"50586124812289";"1";"41.274";"28.4";"24.5";"18.82";"1090";"2019-12-05 13:14:18"
"6377";"50586124812289";"1";"41.3082";"28.3";"24.5";"18.82";"1090";"2019-12-05 13:14:37"
"6378";"50586124812289";"1";"41.306";"27.7";"24.2";"18.79";"1085";"2019-12-05 13:14:57"
"6379";"50586124812289";"1";"41.3732";"27.9";"24";"18.81";"1089";"2019-12-05 13:15:17"
"6380";"50586124812289";"1";"41.306";"27.6";"24.3";"18.82";"1082";"2019-12-05 13:15:37"
"6381";"50586124812289";"1";"41.3721";"27.6";"24.4";"18.81";"1081";"2019-12-05 13:15:58"
"6382";"50586124812289";"1";"41.371";"27.9";"24.4";"18.8";"1081";"2019-12-05 13:16:18"
"6383";"50586124812289";"1";"41.4381";"27.6";"24.4";"18.8";"1080";"2019-12-05 13:16:37"
"6384";"50586124812289";"1";"41.4734";"27.7";"23.9";"18.8";"1084";"2019-12-05 13:16:57"
"6385";"50586124812289";"1";"41.4734";"28.1";"24.3";"18.81";"1083";"2019-12-05 13:17:17"
"6386";"50586124812289";"1";"41.5042";"28.4";"24.3";"18.82";"1086";"2019-12-05 13:17:37"
